wallet,tx_count,total_volume,avg_tx_value,active_days,protocols_used,chain
0x075de5cfed7ae019c5536ddbae6d7219c8f9f3de,382,89.00005,0.232984424,89,23,polygon
0xc720b3396c11932f73593aabea2e696cf5e4a984,1316,118.4012494,0.089970554,90,18,polygon
0xfdb56e18b84626dc643e11bc3e40ad7b6b9880b5,420,20.59675897,0.049039902,21,4,polygon
0x04b0c8e402226f73a83cef072122f6132e9c116a,272,28.00001,0.102941213,90,26,polygon
0x8d983112e5e6e9dc5027c03f2ceed5582b086345,2055,202.0000204,0.098296847,90,40,polygon
0x1e7bd815c1392a2237eaee30590c33c86147696d,142,5.0000501,0.03521162,79,14,polygon
0x74af454b2477c725feacc26d5b066e06bafc5bbd,1069,0.01069,0.00001,90,1,polygon
0xb0b8214ea0a74109b07b637ad28ee65fd4e9e728,19,0.271355546,0.014281871,90,2,polygon
0xe18bfcf80b191a89a884b33a0fd2a9337eadc43e,1142,320.500119,0.28064809,90,22,polygon
0x1f98975a89af68e0411999f191f1b9e744bc1162,12,5.883781776,0.490315148,29,3,polygon
0xe82fc37b048474aac720bbef6461432e1a365e61,295,10.00002,0.033898373,90,17,polygon
0xc91412245ebb83150fe23b6b97e1e5683caae2a0,180,2.113546583,0.011741925,28,2,polygon
0x675858807cfd18e148a67f4adf28fee265f93af1,404,88.99037914,0.220273216,89,23,polygon
0xc0a0a1cc5901e7577d01e4be769d017f639529a4,31,0,0,88,4,polygon
0xeedb3b135aaf23f765104e889a06adbe7fa6daec,770,77,0.1,90,13,polygon
0x8e5bf0358b33626c99fa44bd141d98f5fe441436,5413,483.50001,0.089322004,90,27,polygon
0xddc5c584430f923d2e3ceb38866fd8a0725fe87c,667,220.00001,0.329835097,89,17,polygon
0x2e16bb46343ea2ee04905fdde313d66b4f364bda,839,477.5992538,0.569248217,89,196,polygon
0x0d4cfe21e9c07e8b7c14760d8410abd13c15b967,2416,259.3328429,0.107339753,90,21,polygon
0xf1642d37e5f9788c43afa9add3c680f3882e63f5,1391,375.00011,0.269590302,90,28,polygon
